광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류
JM솔루션 브랜드(TV),2019-08-22,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
롯데칠성음료 칠성사이다 : 리프레쉬 리그린편,2019-08-21,30.0,음료및기호식품,비알콜음료,사이다
코란도_19,2019-08-21,30.0,수송기기,승용자동차,다목적승용차
아이클리어 15초,2019-08-21,15.0,식품,건강식품,건강보조식품
코란도_19,2019-08-21,15.0,수송기기,승용자동차,다목적승용차
홍성남당항,2019-08-21,30.0,관공서및단체,관공서및단체기타,관공서및단체기타
QLED TV,2019-08-21,30.0,가정용전기전자,영상기기,TV
추석선물,2019-08-21,15.0,식품,식품기타,식품기타
함덕드라마빌리지20,2019-08-21,20.0,서비스,서비스기타,서비스기타
미스터리(추석개봉),2019-08-21,15.0,서비스,문화및공연,영화
좋아하면 울리는,2019-08-21,15.0,서비스,문화및공연,영화
롯데칠성음료 칠성사이다 : 리프레쉬 리그린편,2019-08-21,15.0,음료및기호식품,비알콜음료,사이다
락토핏,2019-08-21,15.0,식품,건강식품,건강보조식품
2019밀양요가페스티벌개막,2019-08-21,20.0,서비스,문화및공연,지역 및 문화축제
사진놀이터20,2019-08-21,20.0,서비스,서비스기타,서비스기타
아이클리어 15초,2019-08-21,15.0,식품,건강식품,건강보조식품
사진놀이터30,2019-08-21,30.0,서비스,서비스기타,서비스기타
와일드푸드축제,2019-08-21,20.0,관공서및단체,중앙및지방관공서,지방자치단체
MG새마을금고(TV)_음악회,2019-08-20,15.0,"금융,보험및증권",금융및보험,은행
아이들나라(TV),2019-08-20,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신제품종합
새만금 세계스카우트 잼버리,2019-08-20,30.0,관공서및단체,중앙및지방관공서,지방자치단체
아이클타임_부자편,2019-08-20,15.0,식품,건강식품,건강보조식품
아이들나라(TV),2019-08-20,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신제품종합
19_알바천국,2019-08-20,15.0,서비스,개인서비스,직업소개
19_알바천국,2019-08-20,30.0,서비스,개인서비스,직업소개
MG새마을금고(TV)_음악회,2019-08-20,30.0,"금융,보험및증권",금융및보험,은행
MG새마을금고(TV)_음악회,2019-08-20,15.0,"금융,보험및증권",금융및보험,은행
무주천마_9월 군산,2019-08-20,30.0,그룹및기업광고,기타광고,기타기업기타
19_알바천국,2019-08-20,15.0,서비스,개인서비스,직업소개
MG새마을금고(TV)_음악회,2019-08-20,15.0,"금융,보험및증권",금융및보험,은행
제37기 수요문화대학,2019-08-20,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
울주세계산악영화제_TV,2019-08-20,20.0,서비스,문화및공연,지역 및 문화축제
MG새마을금고(TV)_음악회,2019-08-20,15.0,"금융,보험및증권",금융및보험,은행
필스추석맞이빅세일20190912,2019-08-20,20.0,패션,패션기타,패션기타
신포숯불장어구이_tv,2019-08-20,20.0,서비스,음식및숙박,대중음식점
보험앱,2019-08-20,15.0,"금융,보험및증권",금융및보험,금융및보험기타
벅스봇(비변신),2019-08-20,20.0,가정용품,완구류,일반완구
MG새마을금고(TV)_음악회,2019-08-20,30.0,"금융,보험및증권",금융및보험,은행
19_알바천국,2019-08-20,30.0,서비스,개인서비스,직업소개
통계청 가계동향조사 이미지 소구,2019-08-20,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
시크릿쥬쥬_멜로디 다이어리,2019-08-19,15.0,가정용품,완구류,완구류제품종합
TV,2019-08-19,20.0,식품,수산품,수산품기타
아이클리어 15초,2019-08-19,15.0,식품,건강식품,건강보조식품
추석특수기,2019-08-19,30.0,식품,건강식품,건강보조식품
발효홍삼(TV),2019-08-19,30.0,음료및기호식품,비알콜음료,기능성건강음료
추석특수기,2019-08-19,15.0,식품,건강식품,건강보조식품
추석특수기,2019-08-19,15.0,식품,건강식품,건강보조식품
생생마을한가위장터,2019-08-19,20.0,관공서및단체,중앙및지방관공서,지방자치단체
추석특수기,2019-08-19,30.0,식품,건강식품,건강보조식품
TV,2019-08-19,15.0,식품,수산품,수산품기타
2019낚시캠핑엑스포,2019-08-19,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
추석특수기,2019-08-19,30.0,식품,건강식품,건강보조식품
천녹(여덟단계),2019-08-19,15.0,식품,건강식품,건강보조식품
추석특수기,2019-08-19,30.0,식품,건강식품,건강보조식품
추석특수기,2019-08-19,15.0,식품,건강식품,건강보조식품
아이클리어 15초,2019-08-19,15.0,식품,건강식품,건강보조식품
아이클리어 15초,2019-08-19,15.0,식품,건강식품,건강보조식품
60계치킨신메뉴(6월),2019-08-19,30.0,서비스,음식및숙박,기타프랜차이즈점
60계치킨신메뉴(6월),2019-08-19,30.0,서비스,음식및숙박,기타프랜차이즈점
아로나민 골드,2019-08-19,15.0,제약및의료,대사성의약,비타민제
추석특수기,2019-08-19,15.0,식품,건강식품,건강보조식품
2019대구골프엑스포,2019-08-19,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
키요 슈퍼윙스,2019-08-19,15.0,음료및기호식품,비알콜음료,믹스음료
상주무양태왕아너스,2019-08-19,20.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매
60계치킨신메뉴(6월),2019-08-19,30.0,서비스,음식및숙박,기타프랜차이즈점
발효홍삼(TV),2019-08-19,15.0,음료및기호식품,비알콜음료,기능성건강음료
에스케이텔레콤_갤럭시 노트10 블루_30,2019-08-16,30.0,컴퓨터및정보통신,통신망,이동통신
천녹(여덟단계),2019-08-16,15.0,식품,건강식품,건강보조식품
갤럭시노트10,2019-08-16,45.0,컴퓨터및정보통신,통신기기,휴대폰
삼성전자_갤럭시노트10_45,2019-08-16,45.0,컴퓨터및정보통신,통신기기,휴대폰
LG SIGNATURE 냉장고(TV),2019-08-16,45.0,가정용전기전자,주방용전기전자,냉장고
상주곶감(2019),2019-08-14,20.0,관공서및단체,중앙및지방관공서,지방자치단체
추석특수기,2019-08-14,30.0,식품,건강식품,건강보조식품
추석특수기,2019-08-14,15.0,식품,건강식품,건강보조식품
샤프란(TV),2019-08-14,30.0,화장품및보건용품,세제류,섬유유연제
추석특수기,2019-08-14,30.0,식품,건강식품,건강보조식품
헬로카봇,2019-08-14,15.0,가정용품,완구류,일반완구
추석특수기,2019-08-14,15.0,식품,건강식품,건강보조식품
추석특수기,2019-08-14,15.0,식품,건강식품,건강보조식품
Gabrielle 2019,2019-08-14,15.0,화장품및보건용품,방향화장품,성인용향수
디오션 2019,2019-08-14,20.0,서비스,서비스기타,서비스기타
헬로카봇,2019-08-14,30.0,가정용품,완구류,일반완구
그래피직스,2019-08-14,15.0,교육및복지후생,교육기관,초중고등학교
추석특수기,2019-08-14,15.0,식품,건강식품,건강보조식품
추석특수기,2019-08-14,30.0,식품,건강식품,건강보조식품
추석특수기,2019-08-14,30.0,식품,건강식품,건강보조식품
사회적경제기업육성(TV),2019-08-14,30.0,관공서및단체,중앙및지방관공서,지방자치단체
젠한국 세일,2019-08-14,30.0,서비스,서비스기타,서비스기타
쌀국수(2019년),2019-08-13,15.0,식품,면류,용기인스턴트면류
엔딩애기목소리삭제,2019-08-13,20.0,식품,축산품,축산품제품종합
프롬바이오 TV,2019-08-13,15.0,식품,건강식품,다이어트식품
(사)한국미술협회전북지회,2019-08-13,30.0,그룹및기업광고,기타광고,기타기업기타
보스웰리아,2019-08-13,15.0,식품,건강식품,건강보조식품
틱톡,2019-08-13,15.0,서비스,서비스기타,서비스기타
틱톡,2019-08-13,15.0,서비스,서비스기타,서비스기타
상주무양태왕아너스,2019-08-13,20.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매
분노의질주,2019-08-13,30.0,서비스,문화및공연,영화
분노의질주,2019-08-13,15.0,서비스,문화및공연,영화
틱톡,2019-08-13,15.0,서비스,서비스기타,서비스기타
다우니 센소,2019-08-13,20.0,화장품및보건용품,세제류,섬유유연제
신데렐라 미미드레스 옷장,2019-08-13,15.0,가정용품,완구류,일반완구
분노의질주,2019-08-13,15.0,서비스,문화및공연,영화
쥬라기 시리즈,2019-08-13,15.0,가정용품,완구류,일반완구
플랜한국위원회,2019-08-13,30.0,관공서및단체,단체,민간단체
틱톡,2019-08-13,15.0,서비스,서비스기타,서비스기타
라엘,2019-08-13,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
대한이야기,2019-08-13,30.0,서비스,운송,항공여객운송
아이들나라(TV),2019-08-13,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신제품종합
쌀국수(2019년),2019-08-13,15.0,식품,면류,용기인스턴트면류
아이들나라(TV),2019-08-13,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신제품종합
한우랑사과랑축제,2019-08-13,20.0,서비스,문화및공연,지역 및 문화축제
뽀로로코인노래방,2019-08-13,15.0,가정용품,완구류,일반완구
타짜3,2019-08-12,15.0,서비스,문화및공연,영화
5G 클러스터,2019-08-12,30.0,컴퓨터및정보통신,통신망,이동통신
좋아하면 울리는,2019-08-12,15.0,서비스,문화및공연,영화
아웃백 토마호크 탭댄스,2019-08-12,30.0,서비스,음식및숙박,훼미리레스토랑
코란도_19,2019-08-12,15.0,수송기기,승용자동차,다목적승용차
코란도_19,2019-08-12,30.0,수송기기,승용자동차,다목적승용차
대동공업 콤바인_30s,2019-08-12,30.0,산업기기,농림축수산용기기,농림축산기기
대동공업 콤바인_30s,2019-08-12,30.0,산업기기,농림축수산용기기,농림축산기기
비어케이 칭다오 퓨어드래프트 : 오늘따라 칭따오편,2019-08-12,30.0,음료및기호식품,알콜음료,맥주
비어케이 칭다오맥주 : 라거편,2019-08-12,15.0,음료및기호식품,알콜음료,맥주
비어케이 칭다오 퓨어드래프트 : 오늘따라 칭따오편,2019-08-12,15.0,음료및기호식품,알콜음료,맥주
SUV라인업(DMZ),2019-08-12,30.0,수송기기,승용자동차,대형승용차
비어케이 칭다오맥주 : 라거편,2019-08-12,30.0,음료및기호식품,알콜음료,맥주
뮤직페스티벌,2019-08-12,20.0,서비스,문화및공연,지역 및 문화축제
롯데칠성음료 칠성사이다 : Re fresh편,2019-08-12,30.0,음료및기호식품,비알콜음료,사이다
분노의질주,2019-08-12,15.0,서비스,문화및공연,영화
롯데칠성음료 칠성사이다 : 리프레쉬 리그린편,2019-08-12,15.0,음료및기호식품,비알콜음료,사이다
아이들나라(TV),2019-08-12,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신제품종합
임팩타민19,2019-08-12,15.0,제약및의료,제약및의료기타,제약및의료기타
아웃백 토마호크 탭댄스,2019-08-12,15.0,서비스,음식및숙박,훼미리레스토랑
19_롯데케미칼,2019-08-09,30.0,화학공업,화학공업기타,화학공업기업PR
호갱노노 런칭,2019-08-09,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
발효홍삼(TV),2019-08-09,15.0,음료및기호식품,비알콜음료,기능성건강음료
서김해일반산업단지 홍보(TV),2019-08-09,20.0,관공서및단체,단체,단체기타
한국맥도날드 글로벌 빅맥 원정대 : 퀴즈 이벤트편,2019-08-09,15.0,서비스,음식및숙박,패스트푸드점
19_롯데케미칼,2019-08-09,15.0,화학공업,화학공업기타,화학공업기업PR
현대엘리베이터,2019-08-09,15.0,산업기기,운반기기,엘리베이터
파라오2 COOL 비프로모션,2019-08-09,15.0,제약및의료,의료기기,의료기기기타
2019 청양고추구기자축제 TV광고,2019-08-09,20.0,서비스,문화및공연,지역 및 문화축제
추석_NEW,2019-08-09,30.0,식품,건강식품,건강식품기타
발효홍삼(TV),2019-08-09,30.0,음료및기호식품,비알콜음료,기능성건강음료
코란도_19,2019-08-09,15.0,수송기기,승용자동차,다목적승용차
코란도_19,2019-08-09,30.0,수송기기,승용자동차,다목적승용차
현대엘리베이터,2019-08-09,30.0,산업기기,운반기기,엘리베이터
갤럭시 노트10,2019-08-09,30.0,컴퓨터및정보통신,통신망,이동통신
kt,2019-08-08,30.0,컴퓨터및정보통신,통신망,이동통신
금호전기,2019-08-08,15.0,화장품및보건용품,여성기초화장품,여성기초화장품제품종합
여행광고,2019-08-08,20.0,서비스,여행,여행알선
V11,2019-08-08,30.0,가정용전기전자,가사용전기전자,청소기
(사)한국미술협회전북지회,2019-08-08,30.0,그룹및기업광고,기타광고,기타기업기타
금호전기,2019-08-08,15.0,화장품및보건용품,여성기초화장품,여성기초화장품제품종합
V11,2019-08-08,60.0,가정용전기전자,가사용전기전자,청소기
서울우유협동조함 듀오안 : 재벌이네편,2019-08-08,15.0,식품,유제품,유제품기타
2019강경문화재야행,2019-08-08,30.0,관공서및단체,관공서및단체기타,관공서및단체기타
라엘,2019-08-07,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
하이마트_TV일반,2019-08-07,15.0,유통,대형유통,전자테마점
2019 EBS,2019-08-07,15.0,가정용품,완구류,"조립,모형완구"
추석_OLD,2019-08-07,30.0,식품,건강식품,건강식품기타
추석_OLD_녹색창,2019-08-07,30.0,식품,건강식품,건강식품기타
LG 씨네빔(TV),2019-08-07,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타
29회 유교전 TV,2019-08-07,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
2019 고추시장,2019-08-07,20.0,유통,"소형,소매유통","소형,소매유통기타"
BARO,2019-08-07,30.0,컴퓨터및정보통신,통신망,이동통신
락토핏,2019-08-07,15.0,식품,건강식품,건강보조식품
하이마트_TV일반,2019-08-07,30.0,유통,대형유통,전자테마점
갤럭시노트10,2019-08-07,45.0,컴퓨터및정보통신,통신기기,휴대폰
유열의음악앨범,2019-08-07,15.0,서비스,문화및공연,영화
2019 청양고추구기자축제 TV광고,2019-08-07,20.0,서비스,문화및공연,지역 및 문화축제
틱톡,2019-08-06,30.0,서비스,서비스기타,서비스기타
무주반딧불축제,2019-08-06,20.0,관공서및단체,중앙및지방관공서,지방자치단체
V11,2019-08-06,30.0,가정용전기전자,가사용전기전자,청소기
틱톡,2019-08-06,15.0,서비스,서비스기타,서비스기타
헤파람신규,2019-08-05,15.0,가정용전기전자,냉방및공기청정기,공기청정기
청오디피케이 씨푸드스페셜 : 하프&하프편,2019-08-05,15.0,식품,제빵,"햄버거,피자및샌드위치"
SNS는 또 하나의 미디어,2019-08-02,30.0,관공서및단체,관공서및단체기타,관공서및단체기타
독서여행,2019-08-02,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
2019우체국예금,2019-08-02,30.0,"금융,보험및증권",금융및보험,종합금융
2019우체국예금,2019-08-02,15.0,"금융,보험및증권",금융및보험,종합금융
우정사업본부 우체국보험 : 나를 알아주네편,2019-08-02,15.0,"금융,보험및증권",금융및보험,금융및보험기타
TV,2019-08-02,30.0,교육및복지후생,교육기관,대학대학원
볼베어파크_tv_20s_190802,2019-08-02,20.0,서비스,스포츠및오락시설,공원및테마파크
2019우체국보험,2019-08-02,30.0,"금융,보험및증권",금융및보험,금융및보험기타
소싱_쿠로바,2019-08-02,15.0,가정용품,완구류,완구류제품종합
군산시청 군산홍보 : 희망 캠페인편,2019-08-02,30.0,관공서및단체,중앙및지방관공서,지방자치단체
2019부산국제광고제_TVCM,2019-08-02,20.0,관공서및단체,단체,공공단체
디데이몰 엑소백현 : 축하해편,2019-08-02,15.0,서비스,광고및정보서비스,컨설팅
2019우체국예금,2019-08-02,15.0,"금융,보험및증권",금융및보험,종합금융
SNS는 또 하나의 미디어,2019-08-02,20.0,관공서및단체,관공서및단체기타,관공서및단체기타
소싱_쿠로바,2019-08-02,20.0,가정용품,완구류,완구류제품종합
두산위브TVCF0801,2019-08-01,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타"
헬로카봇,2019-08-01,20.0,가정용품,완구류,일반완구
청오디피케이 씨푸드스페셜 : 하프&하프편,2019-08-01,15.0,식품,제빵,"햄버거,피자및샌드위치"
앵그리버드 2,2019-08-01,15.0,서비스,문화및공연,영화
BARO,2019-08-01,30.0,컴퓨터및정보통신,통신망,이동통신
모자가즐기는참고깃간,2019-08-01,20.0,식품,축산품,건축산품
BARO,2019-08-01,30.0,컴퓨터및정보통신,통신망,이동통신
하이마트_TV일반,2019-08-01,15.0,유통,대형유통,전자테마점
BARO,2019-08-01,30.0,컴퓨터및정보통신,통신망,이동통신
BARO,2019-08-01,30.0,컴퓨터및정보통신,통신망,이동통신
비케이알 버거킹 통모짜 와퍼 : 이 맛에편,2019-08-01,15.0,서비스,음식및숙박,패스트푸드점
하이마트_TV일반,2019-08-01,30.0,유통,대형유통,전자테마점
앵그리버드 2,2019-08-01,15.0,서비스,문화및공연,영화
농심 신라면 : 국가대표라면편,2019-07-31,15.0,식품,면류,봉지인스턴트면류
기업PR,2019-07-31,30.0,그룹및기업광고,기타광고,기타기업PR
치킨스톰,2019-07-31,20.0,서비스,음식및숙박,기타프랜차이즈점
정글대탐험,2019-07-31,20.0,서비스,스포츠및오락시설,공원및테마파크
남도들렼1번지쌀,2019-07-31,20.0,식품,농산품,곡류원산
인제군청 인제군 홍보 : 인제 콜이야편,2019-07-31,20.0,관공서및단체,중앙및지방관공서,지방자치단체
보스웰리아,2019-07-31,15.0,식품,건강식품,건강보조식품
쓰리에이치 스마트 지압침대 : 침대가 아니다편,2019-07-31,15.0,제약및의료,의료기기,의료기기기타
코딩펫,2019-07-31,15.0,가정용품,완구류,작동완구
와일드푸드축제,2019-07-31,30.0,관공서및단체,중앙및지방관공서,지방자치단체
베아제19,2019-07-31,15.0,제약및의료,소화위장약,소화제
벅스봇(비변신),2019-07-31,20.0,가정용품,완구류,일반완구
썸머페스티벌,2019-07-30,30.0,컴퓨터및정보통신,통신망,이동통신
2019 NH농협 TV,2019-07-30,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR"
하이모,2019-07-30,30.0,화장품및보건용품,화장도구,가발류
하이트진로 필라이트 바이젠 : 탄생편,2019-07-30,15.0,음료및기호식품,알콜음료,맥주
2019 키자니아,2019-07-30,30.0,서비스,스포츠및오락시설,공원및테마파크
에어팟,2019-07-30,30.0,가정용전기전자,음향기기,휴대용음향기기
2019 NH농협 TV,2019-07-30,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR"
빠샤메카드,2019-07-30,20.0,가정용품,완구류,일반완구
20 신입생모집,2019-07-30,15.0,교육및복지후생,교육기관,대학대학원
분노의질주,2019-07-30,15.0,서비스,문화및공연,영화
호텔스닷컴,2019-07-30,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
광대들_풍문조작단,2019-07-30,15.0,서비스,문화및공연,영화
2019 NH농협 TV,2019-07-30,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR"
엔에이치농협_2019 브랜드_15,2019-07-30,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR"
2019 EBS,2019-07-30,15.0,가정용품,완구류,"조립,모형완구"
마산로봇랜드 오픈,2019-07-30,20.0,서비스,광고및정보서비스,광고및정보서비스제품종합
엑시트,2019-07-30,15.0,서비스,문화및공연,영화
LG 씨네빔(TV),2019-07-30,45.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타
하이모,2019-07-30,15.0,화장품및보건용품,화장도구,가발류
사자,2019-07-29,15.0,서비스,문화및공연,영화
빠샤메카드,2019-07-29,20.0,가정용품,완구류,일반완구
상상인19,2019-07-29,15.0,"금융,보험및증권",금융및보험,금융및보험기타
LG 씨네빔(TV),2019-07-29,45.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타
사자,2019-07-29,15.0,서비스,문화및공연,영화
60계치킨(30초),2019-07-29,30.0,서비스,음식및숙박,기타프랜차이즈점
2019 키자니아,2019-07-29,15.0,서비스,스포츠및오락시설,공원및테마파크
한밤의유령사냥,2019-07-29,15.0,가정용품,완구류,일반완구
페브리즈 MEN,2019-07-29,15.0,가정용품,방취및방균제,방취및방균제제품종합
2019 키자니아,2019-07-29,15.0,서비스,스포츠및오락시설,공원및테마파크
2019 태화강 정원 박람회,2019-07-29,30.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
빠샤메카드,2019-07-29,20.0,가정용품,완구류,일반완구
페브리즈 베이스,2019-07-29,15.0,가정용품,방취및방균제,방취및방균제제품종합
빠샤메카드,2019-07-29,20.0,가정용품,완구류,일반완구
앵그리버드 2,2019-07-29,15.0,서비스,문화및공연,영화
빠샤메카드,2019-07-29,20.0,가정용품,완구류,일반완구
아쿠아페스티벌,2019-07-29,20.0,관공서및단체,중앙및지방관공서,지방자치단체
분노의질주,2019-07-26,30.0,서비스,문화및공연,영화
비케이알 버거킹 통모짜 와퍼 : 이 맛에편,2019-07-26,15.0,서비스,음식및숙박,패스트푸드점
다우니 베이스,2019-07-26,15.0,화장품및보건용품,세제류,섬유유연제
2019 에이스침대_박보검바다편,2019-07-26,15.0,가정용품,가구류,침대
60계치킨(15초),2019-07-26,15.0,서비스,음식및숙박,기타프랜차이즈점
필스역시즌핫세일20190822,2019-07-26,20.0,패션,패션기타,패션기타
2019임실아쿠아페스티벌2,2019-07-26,20.0,서비스,문화및공연,지역 및 문화축제
닥터그루트(TV),2019-07-26,15.0,화장품및보건용품,모발및목욕용제,"샴푸,린스"
1907 언더더씨실황_TV20s,2019-07-26,20.0,서비스,문화및공연,공연
앵그리버드 2,2019-07-26,15.0,서비스,문화및공연,영화
2019-8월 대구베페,2019-07-26,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
분노의질주,2019-07-26,15.0,서비스,문화및공연,영화
엘지전자 LG 씨네빔 : 초 대화면의 시작편,2019-07-26,45.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타
엘마넥마스크,2019-07-26,15.0,가정용전기전자,가사용전기전자,전기이미용기기
그래놀라(장범준),2019-07-25,15.0,식품,대용식품,씨리얼
쎈시아,2019-07-25,15.0,제약및의료,순환기관용제,동맥경화방지제
분노의질주,2019-07-25,15.0,서비스,문화및공연,영화
엑시트,2019-07-25,15.0,서비스,문화및공연,영화
T건강습관,2019-07-25,15.0,컴퓨터및정보통신,통신망,이동통신
경남대학교 : 경남의 힘편,2019-07-25,20.0,교육및복지후생,교육기관,대학대학원
빠샤메카드,2019-07-25,20.0,가정용품,완구류,일반완구
빠샤메카드,2019-07-25,20.0,가정용품,완구류,일반완구
삼성디지털프라자 광천점,2019-07-25,20.0,서비스,서비스기타,서비스기타
엑시트,2019-07-25,30.0,서비스,문화및공연,영화
LG DIOS 식기세척기(TV),2019-07-25,30.0,가정용품,주방용품,주방용품제품종합
한국맥도날드 아보카도 상하이버거 : 토마토 베이컨편,2019-07-24,15.0,서비스,음식및숙박,패스트푸드점
젠한국 혁신대상수상,2019-07-24,20.0,서비스,서비스기타,서비스기타
임팩타민19,2019-07-24,15.0,제약및의료,제약및의료기타,제약및의료기타
오비맥주 Cass : Just made편,2019-07-24,15.0,음료및기호식품,알콜음료,맥주
오비맥주 Cass : Just made편,2019-07-24,30.0,음료및기호식품,알콜음료,맥주
(TV일반)19_피파온라인4,2019-07-24,15.0,컴퓨터및정보통신,컴퓨터게임,온라인게임
레드슈즈,2019-07-24,15.0,서비스,문화및공연,영화
5G 클러스터,2019-07-24,30.0,컴퓨터및정보통신,통신망,이동통신
한국맥도날드 아보카도 상하이버거 : 토마토 베이컨편,2019-07-24,15.0,서비스,음식및숙박,패스트푸드점
사자,2019-07-24,15.0,서비스,문화및공연,영화
사자,2019-07-24,15.0,서비스,문화및공연,영화
에스케이텔레콤 SKT 5GX : 놀라움이 되는 시대편,2019-07-24,30.0,컴퓨터및정보통신,통신망,이동통신
대전노은진영수산,2019-07-24,20.0,유통,대형유통,농수축산물테마점
LG DIOS 식기세척기(TV),2019-07-24,30.0,가정용품,주방용품,주방용품제품종합
베뉴(펫),2019-07-24,30.0,수송기기,승용자동차,다목적승용차
서프라이즈테마파크 자막수정,2019-07-23,20.0,서비스,서비스기타,서비스기타
2019 프릴,2019-07-23,15.0,화장품및보건용품,세제류,세척제
복산힐스테이트_TV(신규),2019-07-23,20.0,"건설,건재및부동산",건설,건설
2019임실아쿠아페스티벌,2019-07-23,20.0,서비스,문화및공연,지역 및 문화축제
복산힐스테이트_TV(신규),2019-07-23,30.0,"건설,건재및부동산",건설,건설
골든블루 칼스버그 : 조금 더편,2019-07-22,15.0,음료및기호식품,알콜음료,맥주
LG SIGNATURE 에어컨(TV),2019-07-22,60.0,가정용전기전자,냉방및공기청정기,에어컨
LG 프라엘(TV),2019-07-22,30.0,가정용전기전자,가사용전기전자,전기이미용기기
호반건설,2019-07-22,30.0,"건설,건재및부동산",건설,건설
호반건설,2019-07-22,15.0,"건설,건재및부동산",건설,건설
아쿠아플라넷63 (TV일반),2019-07-22,30.0,서비스,스포츠및오락시설,공원및테마파크
나랏말싸미,2019-07-22,15.0,서비스,문화및공연,영화
헬로카봇,2019-07-22,20.0,가정용품,완구류,일반완구
kt,2019-07-19,30.0,컴퓨터및정보통신,통신망,이동통신
kt,2019-07-19,30.0,컴퓨터및정보통신,통신망,이동통신
전북교육캠페인,2019-07-19,30.0,관공서및단체,중앙및지방관공서,지방자치단체
2019 BJFEZ,2019-07-19,30.0,관공서및단체,관공서및단체기타,관공서및단체기타
유동근편,2019-07-19,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제
LG 프라엘(TV),2019-07-19,30.0,가정용전기전자,가사용전기전자,전기이미용기기
엉덩이 탐정 아이스바 만들기,2019-07-19,15.0,가정용품,완구류,일반완구
유동근편,2019-07-19,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제
상반기특별전,2019-07-19,15.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
라이온킹(리뷰),2019-07-19,15.0,서비스,문화및공연,영화
9월 서울펫쇼,2019-07-19,20.0,서비스,문화및공연,지역 및 문화축제
유동근편,2019-07-19,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제
하선이편,2019-07-19,60.0,관공서및단체,단체,민간단체
LG 프라엘(TV),2019-07-19,30.0,가정용전기전자,가사용전기전자,전기이미용기기
2019_TV_고려기프트_수정(최종),2019-07-19,15.0,유통,유통기타,유통기타
2019_TV_고려기프트_수정(최종),2019-07-19,15.0,유통,유통기타,유통기타
또봇,2019-07-18,15.0,가정용품,완구류,일반완구
신라면(2019),2019-07-18,15.0,식품,면류,봉지인스턴트면류
주사콕 병원놀이,2019-07-18,15.0,가정용품,완구류,일반완구
야마하 음악교실(자막수정),2019-07-18,15.0,교육및복지후생,교육기관,교육기관제품종합
5G 클러스터,2019-07-18,30.0,컴퓨터및정보통신,통신망,이동통신
복산힐스테이트_TV,2019-07-18,20.0,"건설,건재및부동산",건설,건설
마이펫2,2019-07-18,15.0,서비스,문화및공연,영화
복산힐스테이트_TV,2019-07-18,30.0,"건설,건재및부동산",건설,건설
해외안전여행,2019-07-18,30.0,관공서및단체,중앙및지방관공서,중앙관공서
LG오브제(TV),2019-07-18,60.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합
또봇,2019-07-18,20.0,가정용품,완구류,일반완구
광양푸르지오 더퍼스트,2019-07-18,20.0,"건설,건재및부동산",건설,건설
5G 클러스터,2019-07-18,30.0,컴퓨터및정보통신,통신망,이동통신
쎈시아,2019-07-18,15.0,제약및의료,순환기관용제,동맥경화방지제
엑시트,2019-07-18,30.0,서비스,문화및공연,영화
광주전남베이비페어190801,2019-07-18,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
락토핏,2019-07-18,15.0,식품,건강식품,건강보조식품
팬클럽응원광고,2019-07-17,15.0,서비스,문화및공연,공연
토이빌리지혁신점,2019-07-17,30.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
