행 번호,광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
16,한국인삼공사 정관장: 종합편,2024-07-31,30.0,식품,건강식품,건강식품제품종합,한국인삼공사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861182H01_1_24-TJ-07-045,30.03
17,종근당건강 프로메가 : 브랜드편,2024-07-31,15.0,식품,건강식품,건강보조식품,종근당건강(주),(주)벨커뮤니케이션즈,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862569H01_1_24-TH-09-028,15.02
18,에치와이 하루야채30 : 하루 건강편,2024-07-31,15.0,음료및기호식품,비알콜음료,기타과실음료,(주)에치와이,(주)이노션,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861197H01_1_24-TJ-07-055,15.02
19,LG전자 기업PR : 종합편,2024-07-31,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861171H01_1_24-TJ-07-039,30.03
20,쿠쿠전자 : 쿠쿠 셰프스틱 프리존 인덕션,2024-07-31,15.0,가정용품,주방용품,가스렌지 및 전기렌지,쿠쿠전자(주),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/863930H01_1_24-TH-09-971,15.02
21,이베스트투자증권 LS증권 : 투혼편,2024-07-31,30.0,"금융,보험및증권",주식및유가증권,주식증권,이베스트투자증권(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861521H01_1_24-TH-08-208,15.02
22,에치와이 하루야채 30 : 왕의 밥상편,2024-07-31,15.0,음료및기호식품,비알콜음료,기타과실음료,(주)에치와이,(주)이노션,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861195H01_1_24-TJ-07-056,15.02
23,캐롯손해보험 캐롯 : 할인의 신세계,2024-07-31,15.0,"금융,보험및증권",금융및보험,손해보험,캐롯손해보험주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861181H01_1_24-TJ-07-046,15.02
24,한국인삼공사 정관장 : 종합편,2024-07-31,15.0,식품,건강식품,건강식품제품종합,한국인삼공사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862001H01_1_24-TH-08-536,15.02
25,삼성전자 : Galaxy Brand 15초,2024-07-31,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861174H01_1_24-TJ-07-042,15.02
26,경기도교육청 : 지역교육협력 플랫폼 경기공유학교 홍보,2024-07-31,15.0,관공서및단체,중앙및지방관공서,지방자치단체,경기도교육청,한국언론진흥재단,주식회사 메이크어스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861180H01_1_24-TJ-07-043,15.02
27,엘지전자 : LG 퓨리케어 얼음정수기,2024-07-31,30.0,가정용전기전자,주방용전기전자,주방용전기전자기타,엘지전자(주),주식회사 에이치에스애드,디렉터스컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861194H01_1_24-TJ-07-059,30.03
28,장스푸드 : 60계 크크크치킨 이벤트,2024-07-31,15.0,식품,축산품,치킨가공품,주식회사장스푸드,직거래,(주)장스푸드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/868510H01_1_25-TH-01-709,30.03
29,이베스트투자증권 : LS증권 CI편,2024-07-31,30.0,"금융,보험및증권",주식및유가증권,주식증권,이베스트투자증권(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861524H01_1_24-TH-08-210,15.02
30,이베스트투자증권  LS증권 : 투혼편,2024-07-30,15.0,"금융,보험및증권",주식및유가증권,주식증권,이베스트투자증권(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861521H01_1_24-TH-08-208,15.02
31,링티 : 직장인편,2024-07-30,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861678H01_1_24-TH-08-336,15.02
32,한국타이어앤테크놀로지 티스테이션 : 휴일지킴 서비스편,2024-07-30,15.0,화학공업,고무및플라스틱,타이어,한국타이어앤테크놀로지(주),(주)이노션,크리에이티브멋,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861140H01_1_24-TJ-07-014,15.02
35,오비맥주 카스 : 올림픽편,2024-07-30,15.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861295H01_1_24-TX-08-004,30.03
38,경북도립대학교 국립경국대학교 : 도약편,2024-07-30,15.0,교육및복지후생,교육기관,대학대학원,경북도립대학교,한국언론진흥재단,주식회사 디베이스미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861165H01_1_24-TJ-07-032,15.02
40,에쓰-오일 S-OIL : 구도일캔두잇 문답편,2024-07-30,15.0,수송기기,수송기기부품및용품,수송기기용품,에쓰-오일(S-OIL)(주),주식회사 에이치에스애드,apc,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861096H01_1_24-TH-07-995,15.02
41,에쓰-오일 S-OIL : 구도일캔두잇 문답편,2024-07-30,30.0,수송기기,수송기기부품및용품,수송기기용품,에쓰-오일(S-OIL)(주),주식회사 에이치에스애드,apc,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861096H01_1_24-TH-07-995,15.02
42,서울시의사회 서울특별시의사회 : 지켜주십시오 A편,2024-07-30,15.0,관공서및단체,단체,민간단체,서울시의사회,주식회사 와이드컴바인,(주)포스트매드맨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861083H01_1_24-TH-07-974,15.02
43,넷플릭스서비시스코리아 오징어게임2 : 레이스편,2024-07-30,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,넷플릭스서비시스코리아유한회사,(주)제일기획,비주얼인텔리전스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861103H01_1_24-TH-07-986,30.03
44,미래효자장례타운 아리움 : 지켜드리겠습니다 등록증편,2024-07-30,20.0,서비스,개인서비스,경조서비스,유한회사미래효자장례타운,(주)필애드,(주)이모션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861078H01_1_24-TH-07-976,20.02
46,인터브랜드 라이나 : 집중편,2024-07-30,15.0,"금융,보험및증권",금융및보험,금융및보험제품종합,인터브랜드(주),(주)나스미디어,브라보,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861155H01_1_24-TJ-07-023,15.02
47,아모레퍼시픽 설화수 자음생크림 : 완성하다편,2024-07-30,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)아모레퍼시픽,(주)비비디오코리아,(주)비비디오코리아,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861289H01_1_24-TH-08-034,15.02
49,아카데미과학 포켓몬 LCD게임 몬스터볼 : 잡자편,2024-07-30,15.0,가정용품,완구류,일반완구,(주)아카데미과학,(주)파인애드컴,프로덕션디젤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861106H01_1_24-TH-07-982,15.02
50,이베스트투자증권 LS증권 : 잘 가시게편,2024-07-30,15.0,"금융,보험및증권",주식및유가증권,주식증권,이베스트투자증권(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861168H01_1_24-TJ-07-036,15.02
51,넷플릭스  오징어게임2 : 레이스편,2024-07-30,15.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,넷플릭스서비시스코리아유한회사,(주)제일기획,비주얼인텔리전스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861103H01_1_24-TH-07-986,30.03
52,한국타이어앤테크놀로지 티스테이션 : 스마트페이편,2024-07-30,15.0,화학공업,고무및플라스틱,타이어,한국타이어앤테크놀로지(주),(주)이노션,크리에이티브멋,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861143H01_1_24-TJ-07-012,15.02
53,메이푸드 : 특허기술편,2024-07-30,20.0,음료및기호식품,비알콜음료,기능성건강음료,메이푸드,(주)부산프로덕션,(주)부산프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861101H01_1_24-TH-07-988,20.02
54,한국타이어앤테크놀로지 티스테이션 : 픽업 앤 딜리버리편,2024-07-30,15.0,화학공업,고무및플라스틱,타이어,한국타이어앤테크놀로지(주),(주)이노션,크리에이티브멋,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861139H01_1_24-TJ-07-013,15.02
55,사회복지공동모금회 사랑의열매 : 폼 나는 나눔플랫폼편,2024-07-30,15.0,교육및복지후생,복지후생기관,복지후생기관제품종합,사회복지법인사회복지공동모금회,한국언론진흥재단,(주)애드리치,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861074H01_1_24-TH-07-980,15.02
56,링티 : 어린이집편,2024-07-30,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861110H01_1_24-TJ-07-002,15.02
57,케이티 KT 로밍  : 함께 쓰는 로밍편,2024-07-30,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861102H01_1_24-TH-07-985,30.03
58,오비맥즈 카스 : 올림픽편,2024-07-30,30.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861087H01_1_24-TX-07-077,30.03
59,한국타이어앤테크놀로지 티스테이션 : 오늘 서비스편,2024-07-30,15.0,화학공업,고무및플라스틱,타이어,한국타이어앤테크놀로지(주),(주)이노션,크리에이티브멋,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861142H01_1_24-TJ-07-011,15.02
60,엘지전자 PR :  공간 미래 연결하다편,2024-07-30,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861445H01_1_24-TH-08-150,30.03
61,사회복지공동모금회 사랑의열매 : 폼나는 나눔 플랫폼편,2024-07-30,30.0,교육및복지후생,복지후생기관,복지후생기관제품종합,사회복지법인사회복지공동모금회,한국언론진흥재단,(주)애드리치,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861159H01_1_24-TJ-07-028,15.02
62,사회복지공동모금회 사랑의열매 : 폼나는 나눔 플랫폼편,2024-07-30,30.0,교육및복지후생,복지후생기관,복지후생기관제품종합,사회복지법인사회복지공동모금회,한국언론진흥재단,(주)애드리치,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861159H01_1_24-TJ-07-028,15.02
63,사회복지공동모금회 사랑의열매 : 폼나는 나눔 플랫폼편,2024-07-30,15.0,교육및복지후생,복지후생기관,복지후생기관제품종합,사회복지법인사회복지공동모금회,한국언론진흥재단,(주)애드리치,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861159H01_1_24-TJ-07-028,15.02
64,링티 링티 : 택배편,2024-07-30,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861680H01_1_24-TH-08-334,15.02
65,링티 링티 : 풋살편,2024-07-30,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861111H01_1_24-TJ-07-001,15.02
68,한국타이어앤테크놀로지 티스테이션 : 무상점검 서비스편,2024-07-30,15.0,화학공업,고무및플라스틱,타이어,한국타이어앤테크놀로지(주),(주)이노션,크리에이티브멋,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861141H01_1_24-TJ-07-015,15.02
69,케이티 KT 로밍 : 떠나자 3GB편,2024-07-30,15.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861108H01_1_24-TH-07-984,15.02
70,링티 : 고깃집편,2024-07-30,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861112H01_1_24-TH-07-999,15.02
71,링티 : 수험생편,2024-07-30,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861679H01_1_24-TH-08-335,15.02
72,인터브랜드 라이나 : 스쳐가는 일상편,2024-07-30,15.0,"금융,보험및증권",금융및보험,금융및보험제품종합,인터브랜드(주),(주)나스미디어,브라보,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861154H01_1_24-TJ-07-024,15.02
73,한국타이어 iON : 글로리어스모멘트편,2024-07-29,15.0,화학공업,고무및플라스틱,타이어,한국타이어앤테크놀로지(주),(주)이노션,(주)크레마,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860982H01_1_24-TH-07-930,15.02
74,월트디즈니컴퍼니코리아 개봉안내 : 에이리언 HeartAlpha편,2024-07-29,30.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860995H01_1_24-TH-07-924,30.03
75,넷플릭스서비시스코리아 넷플릭스 : 8월 넷플 뭐 봄편,2024-07-29,15.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,넷플릭스서비시스코리아유한회사,(주)제일기획,비주얼인텔리전스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860985H01_1_24-TH-07-917,30.03
76,장스푸드 크랑이치킨 : 노부부편,2024-07-29,30.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861045H01_1_24-TH-07-949,30.03
77,월드비전 G6K : 달려보면 알거야편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861055H01_1_24-TH-07-956,15.02
78,제주항공 PR : 가자 우리에겐 J가 있다 일본편,2024-07-29,15.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860974H01_1_24-TH-07-910,15.02
79,하이모 PR : 당당하게 앞을 향해편,2024-07-29,30.0,화장품및보건용품,화장도구,가발류,유한책임회사하이모(HIMOLLC),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860979H01_1_24-TH-07-907,30.03
80,월드비전 G6K : 달려보면 알거야편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861055H01_1_24-TH-07-956,15.02
81,제주항공 PR : 가자 우리에겐 J가 있다 발리편,2024-07-29,15.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860977H01_1_24-TH-07-911,15.02
82,장스푸드 크크크치킨 : 바삭함의 끝판왕편,2024-07-29,15.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/868510H01_1_25-TH-01-709,30.03
83,파나소닉코리아 파나소닉 안마의자 MAN1 : 경험하지 못 한 절대 휴식편,2024-07-29,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,파나소닉코리아주식회사,(주)덴츠엑스,타이거밤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860972H01_1_24-TH-07-912,15.02
85,폴스타오토모티브코리아 Polestar 4 : 별편,2024-07-29,30.0,수송기기,수입자동차,수입승용차,폴스타오토모티브코리아유한회사,(주)아이프로스펙트코리아,엘알 서울,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860994H01_1_24-TH-07-928,30.03
86,데일리앤코 몽제 : 허리가 편안한 매트리스편,2024-07-29,15.0,가정용품,가구류,침대,(주)데일리앤코,(주)에스비에스엠앤씨,SBS엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860988H01_1_24-TH-07-913,15.02
87,제주항공 : 띄웁니다 일본발리편,2024-07-29,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860976H01_1_24-TH-07-909,30.03
88,홈플러스 썸머 홈플런 : 24년 2차편,2024-07-29,15.0,유통,대형유통,대형유통제품종합,홈플러스(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861047H01_1_24-TH-07-954,15.02
90,하이모 : 극복 체험이벤트편,2024-07-29,15.0,화장품및보건용품,화장도구,가발류,유한책임회사하이모(HIMOLLC),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860978H01_1_24-TH-07-906,15.02
91,명륜당 명륜진사갈비 : 마법편,2024-07-29,15.0,서비스,음식및숙박,대중음식점,주식회사명륜당,(주)오리콤,오리콤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861040H01_1_24-TX-07-075,15.02
92,비케이알 버거킹 콰트로치즈 비프라구와퍼 : 더 맛있더라구편,2024-07-29,15.0,식품,제빵,"햄버거,피자및샌드위치",주식회사비케이알,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861041H01_1_24-TX-07-074,15.02
93,월트디즈니컴퍼니코리아 에이리언 로물루스 : 대개봉 HeartAlpha편,2024-07-29,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860996H01_1_24-TH-07-923,15.02
94,폴스타오토모티브코리아 Polestar 4 : 아이돈노우편,2024-07-29,15.0,수송기기,수입자동차,수입승용차,폴스타오토모티브코리아유한회사,(주)아이프로스펙트코리아,엘알 서울,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860991H01_1_24-TH-07-929,15.02
95,장스푸드 크랑이치킨 : 잔다편,2024-07-29,30.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862414H01_1_24-TH-08-814,30.03
96,미미월드 스마트 타요 빅매트 : 성공편,2024-07-29,15.0,유통,"소형,소매유통","소형,소매유통제품종합",(주)미미월드,(주)와우매니지먼트그룹,(주)재능방송,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860989H01_1_24-TH-07-914,15.02
97,아카데미과학 비기즈 : 왔어요편,2024-07-29,15.0,가정용품,완구류,일반완구,(주)아카데미과학,(주)파인애드컴,프로덕션디젤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860997H01_1_24-TH-07-915,15.02
98,홈플러스 썸머 홈플런 : 24년편,2024-07-29,15.0,유통,대형유통,대형유통제품종합,홈플러스(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860990H01_1_24-TH-07-931,15.02
99,제주항공 : 띄웁니다 일본발리편,2024-07-29,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860976H01_1_24-TH-07-909,30.03
100,한서대학교 : 아닙니다편,2024-07-29,15.0,교육및복지후생,교육기관,대학대학원,한서대학교,직거래,묘수커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861048H01_1_24-TH-07-953,15.02
101,당코리테일러 당코리 테일러 : 100년 기업편,2024-07-29,20.0,패션,정장의류,신사정장,당코리테일러,(주)부산프로덕션,(주)부산프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861051H01_1_24-TH-07-952,20.02
102,월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958,30.03
103,월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958,30.03
104,월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958,30.03
105,넷플릭스 : 8월 넷플뭐봄편,2024-07-29,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,넷플릭스서비시스코리아유한회사,(주)제일기획,비주얼인텔리전스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860985H01_1_24-TH-07-917,30.03
106,라이온코리아 비트캡슐 울트라콤팩트 : 종합편,2024-07-29,15.0,화장품및보건용품,세제류,세탁세제,라이온코리아주식회사,(주)이노션,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860986H01_1_24-TH-07-918,15.02
107,올랜드울산점 : 썸머위크 여름정기세일편,2024-07-29,20.0,유통,유통기타,유통기타,올랜드울산점,주식회사애드넷21,애드넷21,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861058H01_1_24-TH-07-962,20.02
108,에스앤씨세인 더벤티 : 저당편,2024-07-29,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사에스앤씨세인,직거래,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861063H01_1_24-TH-07-966,15.02
109,비알코리아 배스킨라빈스 : 8월 이달의 맛편,2024-07-29,15.0,식품,아이스크림,아이스크림제품종합,비알코리아(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860981H01_1_24-TX-07-073,15.02
111,올랜드창원경남점 : 썸머위크 여름정기세일편,2024-07-29,20.0,유통,유통기타,유통기타,주식회사올랜드창원경남점,주식회사애드넷21,애드넷21,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861059H01_1_24-TH-07-961,20.02
113,장스푸드 60계 치킨 : 크랑이치킨편,2024-07-29,30.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861043H01_1_24-TH-07-950,30.03
114,월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958,30.03
117,닥터블릿헬스케어 푸응 나이트버닝 프로 : 푸응 페스타편,2024-07-26,15.0,식품,건강식품,다이어트식품,닥터블릿헬스케어주식회사,호키포키컴퍼니,호키포키컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861804H01_1_24-TH-08-425,15.02
118,엘지전자 PR : 공간 미래 연결하다편,2024-07-26,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861445H01_1_24-TH-08-150,30.03
119,롯데컬처웍스 상영 안내 : 파일럿편,2024-07-26,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860959H01_1_24-TH-07-896,15.02
120,코웨이 : 얼음정수기 고객만족도 수상 자막,2024-07-26,15.0,가정용전기전자,주방용전기전자,주방용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860920H01_1_24-TH-07-866,15.02
121,헨켈홈케어코리아 브레프 디럭스 퍼퓸클리닝 : 향수보다 나은 솔루션편,2024-07-26,15.0,화장품및보건용품,세제류,세척제,헨켈홈케어코리아유한회사,옴니콤미디어그룹코리아(주),(주)크레마,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860971H01_1_24-TH-07-905,15.02
122,에스케이텔레콤 SKT GTAA : AI로 대한민국을 새롭게 하는 힘편,2024-07-26,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861840H01_1_24-TH-08-421,60.06
123,씨앤조이 체프리스커피 : 커피의 궁극적 진화편,2024-07-26,15.0,음료및기호식품,비알콜음료,"커피,코코아음료",씨앤조이,주식회사 피어스크리에이티브컴퍼니,주식회사 피어스크리에이티브컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860917H01_1_24-TH-07-864,30.03
124,소상공인방송정보원 카드형 온누리상품권 : 대한민국행복충전편,2024-07-26,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",재단법인소상공인방송정보원,한국언론진흥재단,소상공인방송정보원,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861297H01_1_24-TH-08-037,15.02
125,유니세프 출발점 : 이상우편,2024-07-26,60.0,관공서및단체,단체,민간단체,사단법인유니세프한국위원회,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860961H01_1_24-TH-07-897,60.06
126,씨앤조이 체프리스커피 : 커피의 궁극적 진화편,2024-07-26,15.0,음료및기호식품,비알콜음료,"커피,코코아음료",씨앤조이,주식회사 피어스크리에이티브컴퍼니,주식회사 피어스크리에이티브컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860917H01_1_24-TH-07-864,30.03
127,엘지전자 SMART LIFE SOLUTION : 공간 미래를 연결하다편,2024-07-26,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861445H01_1_24-TH-08-150,30.03
128,에스케이텔레콤 SKT GTAA : AI로 대한민국을 새롭게 하는 힘편,2024-07-26,60.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861840H01_1_24-TH-08-421,60.06
